game_id,round_id,player_id,to_hare1,to_hare2,to_stag1,chat_visible,others_visible,action
63,4,player1,7,12,6,False,True,stag
63,4,player2,6,11,5,False,True,stag
63,5,player1,7,5,9,False,True,stag
63,5,player2,7,5,9,False,True,stag
64,1,player1,6,15,0,True,False,hare
64,1,player2,9,0,15,True,False,hare
64,2,player1,12,5,10,True,False,stag
64,2,player2,9,14,1,True,False,stag
64,3,player1,2,9,5,True,False,hare
64,3,player2,11,0,4,True,False,hare
64,4,player1,6,2,8,True,False,miss
64,4,player2,4,0,6,True,False,miss
64,5,player1,6,0,7,True,False,hare
64,5,player2,1,7,4,True,False,hare
65,2,player1,19,13,8,True,False,stag
65,2,player2,20,14,9,True,False,stag
65,3,player1,10,9,9,True,False,stag
65,3,player2,9,10,8,True,False,stag
65,4,player1,8,14,15,True,False,stag
65,4,player2,7,13,14,True,False,stag
65,5,player1,5,12,6,True,False,stag
65,5,player2,6,11,5,True,False,stag
66,2,player1,6,13,12,False,True,stag
66,2,player2,7,14,11,False,True,stag
66,3,player1,15,11,21,False,True,stag
66,3,player2,15,11,21,False,True,stag
66,4,player1,12,17,16,False,True,stag
66,4,player2,12,17,16,False,True,stag
66,5,player1,8,11,16,False,True,stag
66,5,player2,8,11,16,False,True,stag
67,1,player1,14,1,5,False,True,hare
67,1,player2,11,4,0,False,True,hare
67,2,player1,1,7,2,False,True,hare
67,2,player2,1,7,2,False,True,hare
67,3,player1,23,0,5,False,True,hare
67,3,player2,22,5,0,False,True,hare
67,4,player1,8,12,0,False,True,hare
67,4,player2,1,17,9,False,True,hare
67,5,player1,8,10,5,False,True,hare
67,5,player2,1,1,6,False,True,hare
68,1,player1,0,9,3,True,True,hare
68,1,player2,6,13,3,True,True,hare
68,2,player1,10,12,4,True,True,stag
68,2,player2,15,3,11,True,True,stag
68,3,player1,9,1,17,True,True,hare
68,3,player2,2,8,12,True,True,hare
68,4,player1,1,11,4,True,True,hare
68,4,player2,13,1,10,True,True,hare
68,5,player1,1,14,12,True,True,hare
68,5,player2,12,1,11,True,True,hare
69,1,player1,6,10,13,True,True,hare
69,1,player2,16,0,3,True,True,hare
69,2,player1,7,0,12,True,True,hare
69,2,player2,17,10,2,True,True,hare
69,3,player1,0,9,16,True,True,hare
69,3,player2,13,4,3,True,True,hare
69,4,player1,7,6,13,True,True,hare
69,4,player2,0,3,16,True,True,hare
69,5,player1,5,1,5,True,True,hare
69,5,player2,3,1,5,True,True,hare
70,1,player1,0,4,10,False,True,miss
70,1,player2,3,5,7,False,True,miss
70,2,player1,3,1,9,False,True,miss
70,2,player2,1,5,13,False,True,miss
70,3,player1,19,14,12,False,True,stag
70,3,player2,18,13,11,False,True,stag
70,4,player1,22,6,14,False,True,stag
70,4,player2,20,4,12,False,True,stag
70,5,player1,12,2,12,False,True,stag
70,5,player2,13,1,13,False,True,stag
71,1,player1,1,12,16,False,False,hare
71,1,player2,11,0,6,False,False,hare
71,2,player1,0,1,10,False,False,miss
71,2,player2,11,12,1,False,False,miss
71,3,player1,0,16,12,False,False,miss
71,3,player2,10,6,4,False,False,miss
71,4,player1,15,0,3,False,False,hare
71,4,player2,0,15,14,False,False,hare
71,5,player1,11,0,10,False,False,miss
71,5,player2,6,15,9,False,False,miss
72,1,player1,12,0,3,False,True,hare
72,1,player2,4,16,17,False,True,hare
72,2,player1,13,3,6,False,True,stag
72,2,player2,13,13,8,False,True,stag
72,3,player1,11,12,3,False,True,hare
72,3,player2,0,1,14,False,True,hare
72,4,player1,1,17,14,False,True,hare
72,4,player2,17,1,4,False,True,hare
72,5,player1,0,12,6,False,True,hare
72,5,player2,8,4,4,False,True,hare
73,1,player1,19,1,9,True,False,hare
73,1,player2,10,8,0,True,False,hare
73,2,player1,0,19,13,True,False,hare
73,2,player2,16,15,3,True,False,hare
73,3,player1,0,13,13,True,False,hare
73,3,player2,4,17,17,True,False,hare
73,4,player1,1,12,8,True,False,hare
73,4,player2,9,20,6,True,False,hare
73,5,player1,13,1,17,True,False,hare
73,5,player2,5,7,13,True,False,hare
74,2,player1,14,14,12,False,False,stag
74,2,player2,14,14,12,False,False,stag
74,3,player1,7,13,12,False,False,stag
74,3,player2,7,13,12,False,False,stag
74,4,player1,17,6,23,False,False,stag
74,4,player2,16,5,22,False,False,stag
74,5,player1,4,2,14,False,False,stag
74,5,player2,5,3,15,False,False,stag
75,1,player1,0,4,3,True,False,hare
75,1,player2,4,8,7,True,False,hare
75,2,player1,4,10,4,True,False,hare
75,2,player2,10,0,6,True,False,hare
75,3,player1,10,11,16,True,False,stag
75,3,player2,6,7,12,True,False,stag
75,4,player1,10,6,0,True,False,miss
75,4,player2,16,0,6,True,False,miss
75,5,player1,9,10,1,True,False,miss
75,5,player2,5,0,9,True,False,miss
76,1,player1,4,9,0,True,False,hare
76,1,player2,0,9,4,True,False,hare
76,2,player1,8,5,5,True,False,stag
76,2,player2,10,5,7,True,False,stag
76,3,player1,14,5,0,True,False,hare
76,3,player2,5,8,9,True,False,hare
76,4,player1,4,8,0,True,False,hare
76,4,player2,0,4,4,True,False,hare
76,5,player1,14,2,5,True,False,miss
76,5,player2,12,0,7,True,False,miss
77,1,player1,0,3,11,False,False,hare
77,1,player2,11,12,2,False,False,hare
77,2,player1,7,0,13,False,False,hare
77,2,player2,14,7,14,False,False,hare
77,3,player1,3,1,8,False,False,hare
77,3,player2,11,7,6,False,False,hare
77,4,player1,16,7,1,False,False,hare
77,4,player2,9,0,8,False,False,hare
77,5,player1,0,16,6,False,False,hare
77,5,player2,4,18,4,False,False,hare
78,2,player1,12,6,6,True,False,stag
78,2,player2,12,6,6,True,False,stag
78,3,player1,2,9,10,True,False,stag
78,3,player2,3,10,9,True,False,stag
78,4,player1,3,17,7,True,False,stag
78,4,player2,2,16,6,True,False,stag
78,5,player1,13,6,11,True,False,stag
78,5,player2,13,6,11,True,False,stag
79,1,player1,11,4,1,True,False,stag
79,1,player2,11,10,11,True,False,stag
79,2,player1,6,7,15,True,False,miss
79,2,player2,0,13,13,True,False,miss
79,3,player1,13,17,12,True,False,stag
79,3,player2,14,18,13,True,False,stag
79,4,player1,8,19,5,True,False,stag
79,4,player2,7,18,4,True,False,stag
79,5,player1,8,6,0,True,False,miss
79,5,player2,2,0,6,True,False,miss
80,1,player1,8,0,5,True,True,hare
80,1,player2,6,8,13,True,True,hare
80,2,player1,0,3,5,True,True,hare
80,2,player2,2,5,3,True,True,hare
80,3,player1,1,17,16,True,True,miss
80,3,player2,4,14,13,True,True,miss
80,4,player1,8,15,4,True,True,stag
80,4,player2,7,14,5,True,True,stag
80,5,player1,7,0,10,True,True,hare
80,5,player2,8,1,9,True,True,hare
81,2,player1,18,18,12,True,True,stag
81,2,player2,17,17,11,True,True,stag
81,3,player1,5,15,3,True,True,stag
81,3,player2,6,14,4,True,True,stag
81,4,player1,5,15,11,True,True,stag
81,4,player2,5,15,11,True,True,stag
81,5,player1,3,12,6,True,True,stag
81,5,player2,4,11,7,True,True,stag
82,2,player1,9,11,8,False,True,stag
82,2,player2,8,12,7,False,True,stag
82,3,player1,5,6,5,False,True,hare
82,3,player2,3,0,11,False,True,hare
82,4,player1,9,6,4,False,True,miss
82,4,player2,11,0,10,False,True,miss
82,5,player1,14,17,10,False,True,stag
82,5,player2,14,17,10,False,True,stag
83,2,player1,4,7,3,False,True,stag
83,2,player2,5,8,4,False,True,stag
83,3,player1,3,6,8,False,True,stag
83,3,player2,3,6,8,False,True,stag
83,4,player1,15,12,11,False,True,stag
83,4,player2,15,12,11,False,True,stag
83,5,player1,9,22,9,False,True,stag
83,5,player2,9,22,9,False,True,stag
84,1,player1,17,18,1,False,False,hare
84,1,player2,0,1,16,False,False,hare
84,2,player1,5,14,10,False,False,hare
84,2,player2,0,11,13,False,False,hare
84,3,player1,18,5,7,False,False,stag
84,3,player2,17,4,8,False,False,stag
84,4,player1,17,13,1,False,False,hare
84,4,player2,3,1,15,False,False,hare
84,5,player1,16,4,13,False,False,miss
84,5,player2,16,0,13,False,False,miss
85,1,player1,0,2,3,False,True,miss
85,1,player2,7,7,10,False,True,miss
85,2,player1,8,11,15,False,True,stag
85,2,player2,8,11,15,False,True,stag
85,3,player1,11,13,8,False,True,stag
85,3,player2,10,12,7,False,True,stag
85,4,player1,15,2,8,False,True,stag
85,4,player2,14,3,7,False,True,stag
85,5,player1,12,20,5,False,True,stag
85,5,player2,12,20,5,False,True,stag
86,1,player1,12,0,3,False,False,hare
86,1,player2,5,7,8,False,False,hare
86,2,player1,15,5,3,False,False,hare
86,2,player2,15,1,9,False,False,hare
86,3,player1,11,18,0,False,False,hare
86,3,player2,0,7,11,False,False,hare
86,4,player1,13,10,7,False,False,stag
86,4,player2,18,11,2,False,False,stag
86,5,player1,15,15,6,False,False,stag
86,5,player2,14,16,5,False,False,stag
87,1,player1,5,12,0,True,False,hare
87,1,player2,0,17,5,True,False,hare
87,2,player1,8,1,10,True,False,hare
87,2,player2,9,4,9,True,False,hare
87,3,player1,8,0,4,True,False,hare
87,3,player2,5,3,7,True,False,hare
87,4,player1,10,1,7,True,False,hare
87,4,player2,1,10,14,True,False,hare
87,5,player1,0,12,15,True,False,hare
87,5,player2,11,21,20,True,False,hare
88,1,player1,0,8,9,False,True,miss
88,1,player2,11,3,2,False,True,miss
88,2,player1,11,14,0,False,True,hare
88,2,player2,9,4,16,False,True,hare
88,3,player1,12,2,16,False,True,hare
88,3,player2,1,9,13,False,True,hare
88,4,player1,0,6,10,False,True,hare
88,4,player2,5,1,5,False,True,hare
88,5,player1,11,0,17,False,True,hare
88,5,player2,11,0,17,False,True,hare
89,1,player1,6,0,16,True,False,hare
89,1,player2,3,5,11,True,False,hare
89,2,player1,5,8,0,True,False,hare
89,2,player2,2,11,3,True,False,hare
89,3,player1,8,10,15,True,False,stag
89,3,player2,9,11,16,True,False,stag
89,4,player1,15,17,24,True,False,stag
89,4,player2,15,17,24,True,False,stag
89,5,player1,17,14,23,True,False,stag
89,5,player2,16,13,22,True,False,stag
90,1,player1,9,9,0,True,True,hare
90,1,player2,12,2,11,True,True,hare
90,2,player1,4,6,8,True,True,hare
90,2,player2,0,2,12,True,True,hare
90,3,player1,3,5,14,True,True,stag
90,3,player2,10,10,5,True,True,stag
90,4,player1,20,17,14,True,True,stag
90,4,player2,19,16,13,True,True,stag
90,5,player1,4,8,0,True,True,hare
90,5,player2,12,2,8,True,True,hare
91,2,player1,14,9,12,False,False,stag
91,2,player2,8,5,6,False,False,stag
91,3,player1,8,6,1,False,False,hare
91,3,player2,11,1,8,False,False,hare
91,4,player1,12,7,0,False,False,hare
91,4,player2,5,0,7,False,False,hare
91,5,player1,9,1,9,False,False,hare
91,5,player2,0,10,16,False,False,hare
92,2,player1,7,8,7,True,False,stag
92,2,player2,8,9,8,True,False,stag
92,3,player1,7,4,9,True,False,stag
92,3,player2,6,5,8,True,False,stag
92,4,player1,4,7,4,True,False,stag
92,4,player2,4,7,4,True,False,stag
92,5,player1,9,13,0,True,False,hare
92,5,player2,2,4,11,True,False,hare
93,1,player1,3,6,1,False,False,hare
93,1,player2,9,0,5,False,False,hare
93,2,player1,1,8,20,False,False,hare
93,2,player2,7,2,14,False,False,hare
93,3,player1,12,8,0,False,False,hare
93,3,player2,8,0,8,False,False,hare
93,4,player1,1,8,4,False,False,stag
93,4,player2,7,16,6,False,False,stag
93,5,player1,15,7,6,False,False,stag
93,5,player2,15,7,6,False,False,stag
94,2,player1,9,3,1,False,False,miss
94,2,player2,8,0,4,False,False,miss
94,3,player1,12,4,9,False,False,stag
94,3,player2,11,3,10,False,False,stag
94,4,player1,17,5,9,False,False,stag
94,4,player2,18,6,10,False,False,stag
94,5,player1,8,5,15,False,False,stag
94,5,player2,9,6,16,False,False,stag
95,1,player1,12,9,7,False,False,hare
95,1,player2,15,0,2,False,False,hare
95,2,player1,11,16,8,False,False,hare
95,2,player2,1,12,4,False,False,hare
95,3,player1,3,7,4,False,False,stag
95,3,player2,15,15,16,False,False,stag
95,4,player1,9,14,1,False,False,miss
95,4,player2,1,6,7,False,False,miss
95,5,player1,13,10,1,False,False,miss
95,5,player2,1,16,13,False,False,miss
96,2,player1,12,10,15,True,False,stag
96,2,player2,11,9,14,True,False,stag
96,3,player1,15,14,9,True,False,stag
96,3,player2,15,14,9,True,False,stag
96,4,player1,9,10,13,True,False,stag
96,4,player2,10,11,14,True,False,stag
96,5,player1,20,8,18,True,False,stag
96,5,player2,19,7,17,True,False,stag
97,2,player1,6,5,1,True,False,hare
97,2,player2,0,5,7,True,False,hare
97,3,player1,7,2,6,True,False,stag
97,3,player2,7,4,8,True,False,stag
97,4,player1,14,17,3,True,False,stag
97,4,player2,14,17,3,True,False,stag
97,5,player1,8,6,7,True,False,stag
97,5,player2,8,6,7,True,False,stag
98,1,player1,13,3,0,True,False,miss
98,1,player2,14,0,3,True,False,miss
98,2,player1,6,13,5,True,False,stag
98,2,player2,6,13,5,True,False,stag
98,3,player1,10,10,4,True,False,stag
98,3,player2,11,11,3,True,False,stag
98,4,player1,4,9,6,True,False,stag
98,4,player2,4,9,6,True,False,stag
98,5,player1,3,18,6,True,False,stag
98,5,player2,4,19,7,True,False,stag
99,2,player1,8,6,9,True,False,hare
99,2,player2,0,14,1,True,False,hare
99,3,player1,9,0,13,True,False,hare
99,3,player2,21,12,1,True,False,hare
99,4,player1,0,5,3,True,False,hare
99,4,player2,7,4,4,True,False,hare
99,5,player1,9,2,7,True,False,stag
99,5,player2,5,4,3,True,False,stag
100,1,player1,6,8,11,False,False,hare
100,1,player2,2,4,19,False,False,hare
100,2,player1,13,11,2,False,False,stag
100,2,player2,14,14,1,False,False,stag
100,3,player1,8,0,7,False,False,hare
100,3,player2,5,3,4,False,False,hare
100,4,player1,3,7,12,False,False,hare
100,4,player2,0,10,13,False,False,hare
100,5,player1,13,0,9,False,False,hare
100,5,player2,2,11,14,False,False,hare
101,1,player1,10,0,7,True,False,miss
101,1,player2,19,9,6,True,False,miss
101,2,player1,9,12,8,True,False,stag
101,2,player2,9,12,8,True,False,stag
101,3,player1,4,10,9,True,False,stag
101,3,player2,3,11,8,True,False,stag
101,4,player1,14,6,7,True,False,stag
101,4,player2,15,5,8,True,False,stag
101,5,player1,10,9,13,True,False,stag
101,5,player2,9,8,12,True,False,stag
102,2,player1,11,14,4,False,False,stag
102,2,player2,10,13,5,False,False,stag
102,3,player1,17,17,16,False,False,stag
102,3,player2,16,16,15,False,False,stag
102,4,player1,7,4,13,False,False,stag
102,4,player2,6,3,14,False,False,stag
102,5,player1,12,4,6,False,False,stag
102,5,player2,12,4,6,False,False,stag
103,1,player1,13,10,10,False,True,hare
103,1,player2,0,11,11,False,True,hare
103,2,player1,12,1,11,False,True,hare
103,2,player2,5,10,0,False,True,hare
103,3,player1,1,5,13,False,True,hare
103,3,player2,6,0,16,False,True,hare
103,4,player1,15,14,1,False,True,hare
103,4,player2,0,13,16,False,True,hare
103,5,player1,17,1,4,False,True,hare
103,5,player2,2,18,15,False,True,hare
104,2,player1,4,7,1,False,True,hare
104,2,player2,1,8,4,False,True,hare
104,3,player1,13,3,4,False,True,hare
104,3,player2,0,14,17,False,True,hare
104,4,player1,1,17,10,False,True,miss
104,4,player2,11,27,0,False,True,miss
104,5,player1,12,5,1,False,True,miss
104,5,player2,16,1,5,False,True,miss
105,2,player1,2,13,9,True,False,stag
105,2,player2,2,13,9,True,False,stag
105,3,player1,10,6,12,True,False,stag
105,3,player2,10,6,12,True,False,stag
105,4,player1,3,8,9,True,False,stag
105,4,player2,3,8,9,True,False,stag
105,5,player1,20,17,17,True,False,stag
105,5,player2,20,17,17,True,False,stag
106,1,player1,0,14,2,False,False,hare
106,1,player2,13,5,13,False,False,hare
106,2,player1,4,3,11,False,False,miss
106,2,player2,2,1,9,False,False,miss
106,3,player1,16,8,13,False,False,stag
106,3,player2,15,9,12,False,False,stag
106,4,player1,4,15,2,False,False,miss
106,4,player2,11,0,17,False,False,miss
106,5,player1,3,8,0,False,False,miss
106,5,player2,2,7,1,False,False,miss
107,1,player1,13,0,6,False,False,miss
107,1,player2,13,0,6,False,False,miss
107,2,player1,16,20,3,False,False,stag
107,2,player2,16,20,3,False,False,stag
107,3,player1,3,7,0,False,False,hare
107,3,player2,0,8,3,False,False,hare
107,4,player1,11,3,1,False,False,hare
107,4,player2,0,14,12,False,False,hare
107,5,player1,14,9,2,False,False,hare
107,5,player2,5,0,7,False,False,hare
108,1,player1,14,11,0,True,True,hare
108,1,player2,3,0,11,True,True,hare
108,2,player1,0,12,14,True,True,hare
108,2,player2,1,11,15,True,True,hare
108,3,player1,11,14,0,True,True,hare
108,3,player2,1,14,12,True,True,hare
108,4,player1,2,5,10,True,True,hare
108,4,player2,0,3,10,True,True,hare
108,5,player1,1,10,0,True,True,hare
108,5,player2,8,1,9,True,True,hare
109,2,player1,5,12,0,False,True,miss
109,2,player2,2,11,3,False,True,miss
109,3,player1,6,10,0,False,True,miss
109,3,player2,0,16,6,False,True,miss
109,4,player1,18,12,8,False,True,stag
109,4,player2,19,13,9,False,True,stag
109,5,player1,3,9,4,False,True,stag
109,5,player2,4,8,3,False,True,stag
110,1,player1,9,2,11,False,True,hare
110,1,player2,3,4,9,False,True,hare
110,2,player1,6,0,14,False,True,miss
110,2,player2,13,7,9,False,True,miss
110,3,player1,5,0,5,False,True,hare
110,3,player2,9,4,1,False,True,hare
110,4,player1,12,8,6,False,True,stag
110,4,player2,12,2,12,False,True,stag
110,5,player1,5,6,5,False,True,stag
110,5,player2,6,5,6,False,True,stag
111,1,player1,6,0,9,True,False,miss
111,1,player2,1,7,8,True,False,miss
111,2,player1,7,6,12,True,False,stag
111,2,player2,7,6,12,True,False,stag
111,3,player1,2,5,14,True,False,stag
111,3,player2,2,5,14,True,False,stag
111,4,player1,1,0,2,True,False,miss
111,4,player2,3,2,0,True,False,miss
111,5,player1,19,20,5,True,False,stag
111,5,player2,20,21,4,True,False,stag
112,1,player1,1,8,9,True,True,hare
112,1,player2,7,0,17,True,True,hare
112,2,player1,16,8,1,True,True,hare
112,2,player2,1,15,14,True,True,hare
112,3,player1,4,0,12,True,True,hare
112,3,player2,2,6,6,True,True,hare
112,4,player1,23,11,13,True,True,stag
112,4,player2,22,12,12,True,True,stag
112,5,player1,6,7,10,True,True,stag
112,5,player2,7,6,9,True,True,stag
113,1,player1,0,6,16,True,False,hare
113,1,player2,16,22,0,True,False,hare
113,2,player1,3,21,16,True,False,stag
113,2,player2,20,8,7,True,False,stag
113,3,player1,10,3,10,True,False,hare
113,3,player2,13,0,13,True,False,hare
113,4,player1,6,12,0,True,False,hare
113,4,player2,12,2,10,True,False,hare
113,5,player1,3,9,0,True,False,hare
113,5,player2,0,12,3,True,False,hare
114,1,player1,8,6,6,True,False,hare
114,1,player2,6,0,8,True,False,hare
114,2,player1,10,14,13,True,False,hare
114,2,player2,10,0,5,True,False,hare
114,3,player1,6,13,6,True,False,hare
114,3,player2,2,5,14,True,False,hare
114,4,player1,9,1,10,True,False,hare
114,4,player2,9,11,0,True,False,hare
114,5,player1,16,10,14,True,False,hare
114,5,player2,1,11,7,True,False,hare
115,1,player1,7,13,16,True,False,hare
115,1,player2,0,6,9,True,False,hare
115,2,player1,2,14,11,True,False,hare
115,2,player2,0,12,11,True,False,hare
115,3,player1,13,4,7,True,False,hare
115,3,player2,9,0,3,True,False,hare
115,4,player1,1,18,2,True,False,hare
115,4,player2,3,20,0,True,False,hare
115,5,player1,0,3,4,True,False,hare
115,5,player2,3,0,7,True,False,hare
116,1,player1,16,0,18,False,False,hare
116,1,player2,12,14,4,False,False,hare
116,2,player1,11,1,4,False,False,hare
116,2,player2,11,9,12,False,False,hare
116,3,player1,1,2,11,False,False,hare
116,3,player2,1,0,13,False,False,hare
116,4,player1,2,1,15,False,False,hare
116,4,player2,3,2,16,False,False,hare
116,5,player1,15,0,7,False,False,hare
116,5,player2,10,5,2,False,False,hare
117,2,player1,23,12,12,True,True,stag
117,2,player2,22,13,11,True,True,stag
117,3,player1,21,12,13,True,True,stag
117,3,player2,22,13,14,True,True,stag
117,4,player1,8,6,14,True,True,stag
117,4,player2,8,6,14,True,True,stag
117,5,player1,12,5,2,True,True,stag
117,5,player2,12,5,2,True,True,stag
118,1,player1,5,9,19,True,False,hare
118,1,player2,14,0,10,True,False,hare
118,2,player1,5,8,8,True,False,stag
118,2,player2,8,11,11,True,False,stag
118,3,player1,12,1,8,True,False,hare
118,3,player2,5,12,15,True,False,hare
118,4,player1,21,8,13,True,False,stag
118,4,player2,13,6,25,True,False,stag
118,5,player1,20,11,20,True,False,stag
118,5,player2,21,12,21,True,False,stag
119,1,player1,1,8,14,False,False,hare
119,1,player2,12,13,9,False,False,hare
119,2,player1,6,4,2,False,False,hare
119,2,player2,6,2,4,False,False,hare
119,3,player1,0,12,10,False,False,hare
119,3,player2,5,11,9,False,False,hare
119,4,player1,0,12,6,False,False,hare
119,4,player2,6,10,4,False,False,hare
119,5,player1,2,4,12,False,False,hare
119,5,player2,0,2,10,False,False,hare
120,1,player1,6,18,5,True,False,hare
120,1,player2,19,1,18,True,False,hare
120,2,player1,0,9,15,True,False,hare
120,2,player2,17,16,4,True,False,hare
120,3,player1,15,1,5,True,False,hare
120,3,player2,0,16,20,True,False,hare
120,4,player1,11,16,18,True,False,hare
120,4,player2,0,5,11,True,False,hare
120,5,player1,12,0,11,True,False,hare
120,5,player2,6,8,7,True,False,hare
121,1,player1,6,1,8,True,False,hare
121,1,player2,16,9,2,True,False,hare
121,2,player1,11,0,1,True,False,hare
121,2,player2,2,9,8,True,False,hare
121,3,player1,10,9,4,True,False,hare
121,3,player2,0,19,8,True,False,hare
121,4,player1,7,14,2,True,False,hare
121,4,player2,0,7,7,True,False,hare
121,5,player1,0,13,9,True,False,hare
121,5,player2,2,11,7,True,False,hare
122,2,player1,0,10,19,True,True,miss
122,2,player2,19,9,0,True,True,miss
122,3,player1,8,11,10,True,True,stag
122,3,player2,8,11,10,True,True,stag
122,4,player1,11,3,0,True,True,miss
122,4,player2,15,1,4,True,True,miss
122,5,player1,8,11,5,True,True,stag
122,5,player2,7,10,6,True,True,stag
123,1,player1,15,2,22,True,True,hare
123,1,player2,13,0,20,True,True,hare
123,2,player1,18,18,11,True,True,stag
123,2,player2,12,12,5,True,True,stag
123,3,player1,16,10,14,True,True,stag
123,3,player2,16,10,14,True,True,stag
123,4,player1,6,6,6,True,True,stag
123,4,player2,7,5,5,True,True,stag
123,5,player1,13,13,9,True,True,stag
123,5,player2,13,13,9,True,True,stag
